C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_062.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_062.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_062.jpg, 0, 1, 0, 30.19028
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_174.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_174.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_174.jpg, 0, 1, 0, 30.19028
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_274.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_274.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_274.jpg, 0, 1, 0, 30.19029
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_379.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_379.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_379.jpg, 0, 1, 0, 30.19029
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_491.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_491.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_491.jpg, -0.0825966, 1, 0, 30.18852
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_595.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_595.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_595.jpg, -0.1472877, 1, 0, 30.18768
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_703.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_703.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_703.jpg, 0, 1, 0, 30.18983
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_811.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_811.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_811.jpg, 0, 1, 0, 30.19022
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_07_915.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_07_915.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_07_915.jpg, 0, 1, 0, 30.19029
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_08_019.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_08_019.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_08_019.jpg, 0, 1, 0, 30.19031
C:\Self Driving Car Simulator\Data\IMG\center_2021_07_11_19_15_08_133.jpg, C:\Self Driving Car Simulator\Data\IMG\left_2021_07_11_19_15_08_133.jpg, C:\Self Driving Car Simulator\Data\IMG\right_2021_07_11_19_15_08_133.jpg, 0, 1, 0, 30.1903
